date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:13:02	25848/25848	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:01%20GMT	https://kayara-lua.my.canva.site/_assets/images/d97a6ffa507b670a5b1664f98fc1183d.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/d97a6ffa507b670a5b1664f98fc1183d.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:02	30684/30684	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:02%20GMT	https://kayara-lua.my.canva.site/_assets/images/1de7434d86166b0614ff3d61cda11a54.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/1de7434d86166b0614ff3d61cda11a54.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:03	38848/38848	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:02%20GMT	https://kayara-lua.my.canva.site/_assets/images/cff149ee1e9d2be50ac77bcd86769d05.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/cff149ee1e9d2be50ac77bcd86769d05.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:03	44704/44704	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:03%20GMT	https://kayara-lua.my.canva.site/_assets/images/f93a5165fac252ecfd593929c4e6146f.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/f93a5165fac252ecfd593929c4e6146f.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:04	69164/69164	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:04%20GMT	https://kayara-lua.my.canva.site/_assets/images/621675e6be83f675d33562d2ff7a0f63.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/621675e6be83f675d33562d2ff7a0f63.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:04	7172/7172	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:04%20GMT	https://kayara-lua.my.canva.site/_assets/images/762fe37b99d49707e783d6281412d12f.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/762fe37b99d49707e783d6281412d12f.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:05	69012/69012	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:05%20GMT	https://kayara-lua.my.canva.site/_assets/images/d83221ee6a6841b17a754f68b6c5a3de.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/d83221ee6a6841b17a754f68b6c5a3de.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:06	72148/72148	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:05%20GMT	https://kayara-lua.my.canva.site/_assets/images/e237b20d624e9275cdc02a523ab7f983.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/e237b20d624e9275cdc02a523ab7f983.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:07	70428/70428	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:06%20GMT	https://kayara-lua.my.canva.site/_assets/images/3b5447850810ff964de17bcd37e03d5a.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/3b5447850810ff964de17bcd37e03d5a.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:07	19076/19076	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:06%20GMT	https://kayara-lua.my.canva.site/_assets/images/a13025bc22c0d623507f155005c54563.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/a13025bc22c0d623507f155005c54563.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:08	24368/24368	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:07%20GMT	https://kayara-lua.my.canva.site/_assets/images/ad480883f297c3606af00979ee4c4483.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/ad480883f297c3606af00979ee4c4483.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:08	19392/19392	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:08%20GMT	https://kayara-lua.my.canva.site/_assets/images/477aad26d9a5a64609483931aa0a7a05.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/477aad26d9a5a64609483931aa0a7a05.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:09	24528/24528	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:08%20GMT	https://kayara-lua.my.canva.site/_assets/images/0e2be7bf67e32755fd73a605a2afd13b.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/0e2be7bf67e32755fd73a605a2afd13b.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:09	18460/18460	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:09%20GMT	https://kayara-lua.my.canva.site/_assets/images/85b2d625d97d50571765987bbac33850.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/85b2d625d97d50571765987bbac33850.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:10	23524/23524	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:09%20GMT	https://kayara-lua.my.canva.site/_assets/images/3f03afd80eaf13ee58a7d0945b7d0963.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/3f03afd80eaf13ee58a7d0945b7d0963.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:10	6208/6208	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:10%20GMT	https://kayara-lua.my.canva.site/_assets/images/02bba2de1b5f7fc3b564b21521e774d0.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/02bba2de1b5f7fc3b564b21521e774d0.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:11	8028/8028	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:10%20GMT	https://kayara-lua.my.canva.site/_assets/images/163124370f3e2ded710887a156ab3fa3.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/163124370f3e2ded710887a156ab3fa3.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:11	6188/6188	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:11%20GMT	https://kayara-lua.my.canva.site/_assets/images/0b41617d3a05bbbe23065ec719e26fd1.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/0b41617d3a05bbbe23065ec719e26fd1.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:11	7964/7964	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:11%20GMT	https://kayara-lua.my.canva.site/_assets/images/650cef2d886ef4ca5c18d3c107546daf.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/650cef2d886ef4ca5c18d3c107546daf.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:12	6064/6064	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:11%20GMT	https://kayara-lua.my.canva.site/_assets/images/d4b0974727cae80b9c6d087e56a9a4e4.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/d4b0974727cae80b9c6d087e56a9a4e4.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:12	7840/7840	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:12%20GMT	https://kayara-lua.my.canva.site/_assets/images/771cbf29ddc3145dda326afee4b10fb8.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/771cbf29ddc3145dda326afee4b10fb8.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:12	7144/7144	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:12%20GMT	https://kayara-lua.my.canva.site/_assets/images/6c9b9f4b28322c7473667e0fc1690675.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/6c9b9f4b28322c7473667e0fc1690675.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:13	9876/9876	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:12%20GMT	https://kayara-lua.my.canva.site/_assets/images/79359a454d1de78942f3c2c687fc67ea.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/79359a454d1de78942f3c2c687fc67ea.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:14	7140/7140	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:13%20GMT	https://kayara-lua.my.canva.site/_assets/images/a8f52f1cd47135bfc86b1f313868708d.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/a8f52f1cd47135bfc86b1f313868708d.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:14	9808/9808	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:14%20GMT	https://kayara-lua.my.canva.site/_assets/images/e3e13973dcf74ace522a4b8ef447a7de.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/e3e13973dcf74ace522a4b8ef447a7de.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:14	7064/7064	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:14%20GMT	https://kayara-lua.my.canva.site/_assets/images/ca4237378da57e1e318978281e7fee60.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/ca4237378da57e1e318978281e7fee60.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:15	9792/9792	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:14%20GMT	https://kayara-lua.my.canva.site/_assets/images/d7669ff2d0106ad99a7a55c4d540478c.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/d7669ff2d0106ad99a7a55c4d540478c.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:15	9188/9188	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:15%20GMT	https://kayara-lua.my.canva.site/_assets/images/d56fc13fe0dc1327dceed816b07dbec3.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/d56fc13fe0dc1327dceed816b07dbec3.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:16	11724/11724	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:15%20GMT	https://kayara-lua.my.canva.site/_assets/images/311ec631b3b3a7f88c724351af8bcef4.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/311ec631b3b3a7f88c724351af8bcef4.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:16	9272/9272	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:16%20GMT	https://kayara-lua.my.canva.site/_assets/images/c9972caeca3358fa2841a115105a8544.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/c9972caeca3358fa2841a115105a8544.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:17	11748/11748	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:17%20GMT	https://kayara-lua.my.canva.site/_assets/images/c3a91206711602c9b5f54e9514244e64.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/c3a91206711602c9b5f54e9514244e64.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:17	9120/9120	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:17%20GMT	https://kayara-lua.my.canva.site/_assets/images/dafb7fee1db6b7ae9b1184239b11acf5.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/dafb7fee1db6b7ae9b1184239b11acf5.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:18	11608/11608	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:17%20GMT	https://kayara-lua.my.canva.site/_assets/images/d6cbb5c42a1149e38e1fb7a238032bc8.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/d6cbb5c42a1149e38e1fb7a238032bc8.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:18	2264/2264	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:18%20GMT	https://kayara-lua.my.canva.site/_assets/images/964b01a520402dcf8405de90289c35f4.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/964b01a520402dcf8405de90289c35f4.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:18	3056/3056	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:18%20GMT	https://kayara-lua.my.canva.site/_assets/images/4badd42f0e1cdba66ffbd5cc91aa4365.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/4badd42f0e1cdba66ffbd5cc91aa4365.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:19	2312/2312	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:19%20GMT	https://kayara-lua.my.canva.site/_assets/images/58cf708f2cc4d2b3bbf7e6add25f5c20.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/58cf708f2cc4d2b3bbf7e6add25f5c20.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:20	3056/3056	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:19%20GMT	https://kayara-lua.my.canva.site/_assets/images/4f9f09e9c9bc053cc21f7cf7f5590904.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/4f9f09e9c9bc053cc21f7cf7f5590904.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:20	2260/2260	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:20%20GMT	https://kayara-lua.my.canva.site/_assets/images/4bdcf0ce1296b448409c024e57fdcdb9.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/4bdcf0ce1296b448409c024e57fdcdb9.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:21	3028/3028	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:20%20GMT	https://kayara-lua.my.canva.site/_assets/images/005dabb12cdb5c5deabd1782c3ff196d.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/005dabb12cdb5c5deabd1782c3ff196d.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:21	16984/16984	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:21%20GMT	https://kayara-lua.my.canva.site/_assets/images/f4113bb9d3def37ca7f5c7cd2341ec33.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/f4113bb9d3def37ca7f5c7cd2341ec33.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:22	21840/21840	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:21%20GMT	https://kayara-lua.my.canva.site/_assets/images/614a39a4813512a63e905b12dc5f41ba.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/614a39a4813512a63e905b12dc5f41ba.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:22	17380/17380	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:22%20GMT	https://kayara-lua.my.canva.site/_assets/images/5989cf357de7427311e30576891372df.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/5989cf357de7427311e30576891372df.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:23	22176/22176	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:22%20GMT	https://kayara-lua.my.canva.site/_assets/images/b3571e313b47ed988fc8429322af7677.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/b3571e313b47ed988fc8429322af7677.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:23	16840/16840	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:23%20GMT	https://kayara-lua.my.canva.site/_assets/images/5d050a324d95a6a18dae93e08c01bd6b.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/5d050a324d95a6a18dae93e08c01bd6b.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:24	21612/21612	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:23%20GMT	https://kayara-lua.my.canva.site/_assets/images/08f3a04653878f9b2369ec3c327d7c46.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/08f3a04653878f9b2369ec3c327d7c46.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:24	16688/16688	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:24%20GMT	https://kayara-lua.my.canva.site/_assets/images/e755c8eab4133359c241132063a279d0.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/e755c8eab4133359c241132063a279d0.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:24	55324/55324	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2021%20Apr%202026%2022:13:24%20GMT	https://kayara-lua.my.canva.site/_assets/images/89ba4e29dc7a63cd15959a5bb068bb0e.woff	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/89ba4e29dc7a63cd15959a5bb068bb0e.woff	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:25	9400/9400	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:24%20GMT	https://kayara-lua.my.canva.site/_assets/images/0c4fa4c622644d97f38d201cba1d30f5.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/0c4fa4c622644d97f38d201cba1d30f5.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:25	2344/2344	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:24%20GMT	https://kayara-lua.my.canva.site/_assets/images/a47b96672d775073beaf93b7e7ffff54.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/a47b96672d775073beaf93b7e7ffff54.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:26	7704/7704	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:25%20GMT	https://kayara-lua.my.canva.site/_assets/images/7aed216c4e61d12ee639b0b758037c5d.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/7aed216c4e61d12ee639b0b758037c5d.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:26	6168/6168	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:25%20GMT	https://kayara-lua.my.canva.site/_assets/images/eafec10d3f23f994fb6dc59545035460.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/eafec10d3f23f994fb6dc59545035460.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:26	11316/11316	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:26%20GMT	https://kayara-lua.my.canva.site/_assets/images/6923b1967484e2b12e1016fb33061791.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/6923b1967484e2b12e1016fb33061791.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:26	14440/14440	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Apr%202026%2022:13:26%20GMT	https://kayara-lua.my.canva.site/_assets/images/ff9d619b59f5cb3529b100448f398ac5.woff2	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/ff9d619b59f5cb3529b100448f398ac5.woff2	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
19:13:27	21932/21932	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Apr%202026%2022:13:27%20GMT	https://kayara-lua.my.canva.site/_assets/images/87e22a62965f141aa08e93699b0b3527.jpg	F:/Documentos/repo/kayara-lua/kayara-lua/kayara-lua.my.canva.site/_assets/images/87e22a62965f141aa08e93699b0b3527.jpg	(from https://kayara-lua.my.canva.site/_assets/27f844cca8df4a6a.ltr.css)
